Name,Platform,Year,Genre,Publisher
Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games
Let's Make a Soccer Team!,PS2,2006,Sports,Sega
The Club,PS3,2008,Shooter,Sega
Monster Hunter G,PS2,2005,Role-Playing,Capcom
Meteos,DS,2005,Puzzle,Nintendo
All-Star Baseball 2001,N64,2000,Sports,Acclaim Entertainment
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision
Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft
Virtua Tennis 4,X360,2011,Sports,Sega
ESPN NHL Hockey,PS2,2003,Sports,Sega
Harvest Moon GB,GB,1997,Simulation,Victor Interactive
DiRT Showdown,X360,2012,Racing,Codemasters
The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games
NCAA GameBreaker 2003,PS2,2002,Sports,Sony Computer Entertainment
The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision
Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games
Virtua Fighter Kids,SAT,1995,Fighting,Sega
XCOM 2,PC,2016,Strategy,Take-Two Interactive
Lunar: Silver Star Story,SAT,1996,Role-Playing,Kadokawa Shoten
Rocket Power: Beach Bandits,GC,2002,Platform,THQ
Shaun White Snowboarding,DS,2008,Sports,Ubisoft
Tony Hawk's Downhill Jam,Wii,N/A,Sports,Activision
M&M's Kart Racing,Wii,2007,Racing,Zoo Digital Publishing
Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software
Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft
The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment
NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment
Cabela's Outdoor Adventures (2009),PS3,2009,Sports,Activision Value
Puss in Boots,X360,2011,Action,THQ
Yu-Gi-Oh! GX: Duel Academy,GBA,2005,Misc,Konami Digital Entertainment
Tribes: Aerial Assault,PS2,N/A,Shooter,Unknown
Game & Wario,WiiU,2013,Misc,Nintendo
Colony Wars: Vengeance,PS,1998,Simulation,Psygnosis
Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment
Jewels of the Tropical Lost Island,DS,2010,Puzzle,Storm City Games
Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,Focus Home Interactive
Ashes Cricket 2009,Wii,2009,Sports,Codemasters
Madden NFL 06,GBA,2005,Sports,Electronic Arts
Madagascar: Escape 2 Africa,PS3,2008,Action,Activision
The King of Fighters '95 (CD),NG,1994,Fighting,SNK
Megamind: Mega Team Unite,Wii,2010,Adventure,THQ
Perfect Weapon,PS,1996,Action,American Softworks
NBA 2K6,X360,2005,Action,Take-Two Interactive
NASCAR 08,PS3,2007,Racing,Electronic Arts
Major League Baseball 2K10,PS2,2010,Sports,Take-Two Interactive
Rock Band Track Pack Volume 2,Wii,2008,Misc,MTV Games
Wipeout 2,3DS,2011,Misc,Activision
Mafia,XB,2004,Action,Take-Two Interactive
Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts
Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei
Airblade,PS2,2001,Sports,Sony Computer Entertainment
Mega Man & Bass,GBA,2002,Platform,Capcom
Ratchet & Clank: Full Frontal Assault,PS3,2012,Adventure,Sony Computer Entertainment
Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios
AKB1/149: Love Election,PSP,2012,Adventure,Namco Bandai Games
Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo
Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,Sega
Musou Orochi Z,PS3,2009,Action,Tecmo Koei
World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft
Me & My Katamari,PSP,2005,Puzzle,Namco Bandai Games
What's Cooking? Jamie Oliver,DS,2008,Simulation,Atari
Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,2009,Adventure,Namco Bandai Games
Critical Depth,PS,1997,Action,GT Interactive
Barbie as The Island Princess,GBA,2007,Adventure,Activision
Tales of VS.,PSP,2009,Fighting,Namco Bandai Games
Saka-Tsuku DS: Touch and Direct,DS,2008,Sports,Sega
The Italian Job,PS2,2003,Racing,Eidos Interactive
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Role-Playing,Capcom
TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive
Ultimate Band,Wii,2008,Misc,Disney Interactive Studios
Star Ocean,SNES,1996,Role-Playing,Enix Corporation
Freedom Fighters,XB,2003,Shooter,Electronic Arts
Barbie and the Three Musketeers,Wii,2009,Adventure,Activision
Madden NFL 12,PSP,2011,Sports,Electronic Arts
Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision
Disney Princess: Enchanted Journey,PS2,2007,Adventure,Disney Interactive Studios
Rock Band Track Pack Volume 1,Wii,2008,Misc,MTV Games
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment
Hot Wheels: Beat That!,DS,2007,Racing,Activision
Naruto: Ninja Council 2 European Version,DS,2005,Fighting,Tomy Corporation
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix
WWE All Stars,3DS,2011,Fighting,THQ
Alundra,PS,1997,Role-Playing,Psygnosis
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010,Sports,Konami Digital Entertainment
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games
Madden NFL 13,WiiU,2012,Sports,Electronic Arts
Bratz: Girlz Really Rock,PS2,2008,Action,THQ
Super R-Type,SNES,1991,Shooter,Nintendo
Rampage 2: Universal Tour,PS,1998,Action,GT Interactive
Super Robot Taisen F Kanketsuhen,PS,1999,Strategy,Banpresto
Transformers: Devastation,PS4,2015,Action,Activision
Cars 2,3DS,2011,Racing,Disney Interactive Studios
Hannah Montana: The Movie,PS3,2009,Adventure,Disney Interactive Studios
BlowOut,PS2,2003,Shooter,Zoo Digital Publishing
NFL Blitz Pro,PS2,2003,Sports,Midway Games
Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts
The Raiden Project,PS,1995,Shooter,Ocean
Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games
I Love Horses,DS,2008,Simulation,GSP
Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,Play It
Pocket Fighter,PS,1997,Fighting,Virgin Interactive
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei
Bicycle Casino 2005,XB,2004,Misc,Zoo Digital Publishing
Toukiden Kiwami,PSV,2014,Action,Tecmo Koei
Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games
Hello Kitty Seasons,Wii,2010,Adventure,Namco Bandai Games
.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games
SSX On Tour,PSP,2005,Sports,Electronic Arts
NCAA Football 09,PSP,2008,Sports,Electronic Arts
Hooked! Real Motion Fishing,Wii,2007,Sports,505 Games
Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive
Ys Seven,PSP,2009,Role-Playing,Falcom Corporation
NCAA GameBreaker 2004,PS2,2003,Sports,Sony Computer Entertainment
Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei
Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft
Tony Hawk's Proving Ground,DS,2007,Sports,Activision
The Polar Express,PS2,2004,Adventure,THQ
Bass Pro Shops: The Hunt,Wii,2010,Sports,XS Games
AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games
Buzz! Junior: RoboJam,PS2,2007,Misc,Sony Computer Entertainment
Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games
Deca Sports 3,Wii,2010,Sports,Hudson Soft
Tetris Attack,GB,1996,Puzzle,Nintendo
Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive
Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games
NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment
Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation
Big Beach Sports 2,Wii,N/A,Sports,THQ
Digimon World DS (JP sales),DS,2006,Role-Playing,Namco Bandai Games
NHL FaceOff 2003,PS2,2002,Sports,Sony Computer Entertainment
Jersey Devil,PS,1997,Platform,Ocean
Need For Speed: Undercover,DS,2008,Racing,Electronic Arts
Guitar Hero Live,X360,2015,Misc,Activision
Rogue Ops,PS2,2003,Action,Kemco
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega
3rd Super Robot Wars Z Jigoku Hen,PS3,2014,Role-Playing,Namco Bandai Games
Killer is Dead,PS3,2013,Action,Deep Silver
F1 2014,X360,2014,Racing,Codemasters
New Carnival Games,DS,2010,Misc,Take-Two Interactive
Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016,Action,GungHo
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games
TNA iMPACT!,PS2,2008,Fighting,Midway Games
LEGO Jurassic World,PSV,2015,Action,Warner Bros. Interactive Entertainment
Def Jam: Fight for NY,GC,2004,Fighting,Electronic Arts
Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,Namco Bandai Games
Spartan: Total Warrior,PS2,2005,Action,Sega
EX Monopoly,GBA,2001,Misc,Takara
Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007,Sports,Detn8 Games
64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,Namco Bandai Games
Family Party: 30 Great Games Winter Fun,Wii,2010,Sports,D3Publisher
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003,Misc,Acclaim Entertainment
Deadly Duck,2600,1981,Shooter,20th Century Fox Video Games
Assault,2600,1982,Action,Bomb
Reactor,2600,1981,Action,Parker Bros.
Gundam Battle Chronicle,PSP,2007,Action,Namco Bandai Games
Zumba Fitness: World Party,Wii,2013,Misc,Majesco Entertainment
Danball Senki Boost,PSP,2011,Action,Level 5
Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive
101-in-1 Party Megamix Wii,Wii,2009,Misc,Nordcurrent
Conflict: Vietnam,XB,2004,Shooter,SCi
Hatsune Miku: Project Mirai 2,3DS,2013,Action,Sega
Whirl Tour,PS2,2002,Sports,Crave Entertainment
Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games
Momotarou Dentetsu 15,PS2,2005,Misc,Hudson Soft
Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010,Platform,D3Publisher
NBA Street: Showdown,PSP,2005,Sports,Electronic Arts
We Sing Pop!,Wii,2012,Misc,Nordic Games
pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment
Skies of Arcadia Legends,GC,2002,Role-Playing,Atari
MotoGP 08,PS2,2008,Racing,Capcom
Sengoku Basara 3 Utage,PS3,2011,Action,Capcom
Breath of Fire,GBA,2001,Role-Playing,Ubisoft
Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo
Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver
Petz Monkeyz House,DS,2008,Simulation,Ubisoft
Ford vs. Chevy,PS2,2005,Racing,Global Star
LEGO The Hobbit,WiiU,2014,Action,Warner Bros. Interactive Entertainment
Darksiders II,PS4,2015,Action,Nordic Games
NCAA Football 2005,GC,2004,Sports,Electronic Arts
Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo
Danny Phantom: The Ultimate Enemy,GBA,2005,Action,THQ
Cloudy With a Chance of Meatballs,DS,2009,Platform,Ubisoft
Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment
Crazy Climber,2600,1981,Action,Atari
NASCAR 2011: The Game,Wii,2011,Racing,Activision
Super Adventure Island,SNES,1992,Platform,Hudson Soft
Discovery Kids: Dolphin Discovery,DS,2008,Simulation,505 Games
Spider-Man: Edge of Time,PS3,2011,Action,Activision
Bust-A-Move 4,PS,1998,Puzzle,Acclaim Entertainment
Ride,PS4,2015,Racing,Milestone S.r.l.
NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo
Yu-Gi-Oh! GX: Tag Force 3,PSP,2008,Strategy,Konami Digital Entertainment
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games
FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts
Dino Stalker,PS2,2002,Shooter,Capcom
Mobile Suit Gundam Seed,PS2,2003,Action,Namco Bandai Games
Rock Band Track Pack: Classic Rock,Wii,2009,Misc,MTV Games
Petz Rescue: Endangered Paradise,DS,2008,Adventure,Ubisoft
Rapala's Fishing Frenzy,Wii,2008,Sports,Activision
Mega Man Zero 3,GBA,2004,Platform,Capcom
Super Swing Golf,Wii,2006,Sports,Nintendo
G-Force,PS3,2009,Action,Disney Interactive Studios
Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games
Barbie Super Sports,PS,1999,Sports,Mattel Interactive
Shinobi,3DS,2011,Platform,Sega
Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A
Tony Hawk's Downhill Jam,DS,2006,Sports,Activision
Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver
Age of Empires: The Age of Kings,DS,2006,Strategy,THQ
Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari
Muramasa: The Demon Blade,PSV,2013,Role-Playing,Marvelous Entertainment
MotoGP 09/10,PS3,2010,Racing,Capcom
The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts
Dinosaur King,DS,2007,Strategy,Sega
The Suffering,XB,2004,Action,Midway Games
Pitfall: The Big Adventure,Wii,2008,Adventure,Activision
Tetris Worlds,GC,2002,Puzzle,THQ
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer
Mega Man 64,N64,2000,Action,Capcom
Rampage 2: Universal Tour,N64,1999,Action,GT Interactive
Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,Namco Bandai Games
ECW Hardcore Revolution,N64,2000,Fighting,Acclaim Entertainment
The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts
Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games
Viewtiful Joe 2,GC,2004,Action,Capcom
Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002,Misc,Acclaim Entertainment
LEGO Harry Potter: Years 5-7,PC,N/A,Action,Warner Bros. Interactive Entertainment
Child of Eden,PS3,2011,Shooter,Ubisoft
All Star Karate,Wii,2010,Action,THQ
Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,Atari
NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment
Naruto Shippuden: Ninja Council 4,DS,2007,Action,Nintendo
Touch the Dead,DS,2007,Shooter,Eidos Interactive
Worms: Battle Islands,Wii,2010,Strategy,THQ
Nickelodeon Party Blast,XB,2002,Misc,Infogrames
Jackass the Game,PSP,2007,Action,Empire Interactive
Ragnarok DS,DS,2008,Role-Playing,GungHo
NHL Championship 2000,PS,1998,Sports,Fox Interactive
ATV Quad Kings,Wii,2009,Racing,Zoo Digital Publishing
Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive
Ultimate Band,DS,2008,Misc,Disney Interactive Studios
Kartia: The Word of Fate,PS,1998,Strategy,Konami Digital Entertainment
Karaoke Revolution Glee 2: Road to Regionals,Wii,2011,Misc,Konami Digital Entertainment
Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games
All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment
Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,Sammy Corporation
Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment
Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games
Dishonored 2,XOne,2016,Action,Bethesda Softworks
Asphalt: Injection,PSV,2011,Action,Ubisoft
Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,Namco Bandai Games
From Russia With Love,GC,2005,Action,Electronic Arts
Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft
Guitar Hero: Smash Hits,PS2,2009,Misc,Activision
NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts
NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment
NCAA Basketball 09,X360,2008,Sports,Electronic Arts
Kirby's Star Stacker,GB,1997,Puzzle,Nintendo
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus
Kung Fu Panda 2,DS,2011,Action,THQ
Lords of the Fallen,XOne,2014,Role-Playing,Square Enix
LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment
Kidz Bop Dance Party! The Video Game,Wii,2010,Misc,D3Publisher
Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games
Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher
Imagine: Detective,DS,2009,Simulation,Ubisoft
Rugby 2004,PS2,2003,Sports,Electronic Arts
Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo
The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision
Senran Kagura 2: Deep Crimson,3DS,2014,Action,Marvelous Entertainment
NBA 06,PSP,2005,Sports,Sony Computer Entertainment
KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive
Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007,Adventure,Tecmo Koei
Tropico 3,X360,2009,Strategy,Kalypso Media
Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,Activision
Deadly Creatures,Wii,2009,Action,THQ
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games
CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft
Jikkyou Powerful Major League,PS2,2006,Sports,Konami Digital Entertainment
Dead Island,PC,2011,Action,Deep Silver
NFL 2K3,GC,2002,Sports,Sega
Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive
Hasbro Family Game Night,DS,2009,Puzzle,Electronic Arts
Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo
Samurai Jack: The Amulet of Time,GBA,2003,Platform,Zoo Digital Publishing
J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment
Sports Car GT,PS,1999,Racing,Electronic Arts
Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment
Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks
Scooby-Doo! Mystery Mayhem,GC,2004,Action,THQ
Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega
Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment
Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,DTP Entertainment
American Idol,GBA,2003,Misc,Codemasters
Britney's Dance Beat,GBA,2002,Misc,THQ
Shrek SuperSlam,GC,2005,Action,Activision
Full Auto,X360,2006,Shooter,Sega
Sailor Moon,SNES,1993,Action,Namco Bandai Games
Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive
Pass the Pigs,DS,2008,Misc,THQ
Afrika,PS3,2008,Adventure,Unknown
The Crew,X360,2014,Racing,Ubisoft
G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts
Jewel Quest: Expeditions,DS,2007,Puzzle,Avanquest
Digimon World Re:Digitize,PSP,2012,Action,Namco Bandai Games
The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight
Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010,Action,THQ
Over G Fighters,X360,2006,Simulation,Ubisoft
NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment
Dark Summit,PS2,2001,Sports,THQ
Angry Birds Star Wars,PS4,2013,Strategy,Activision
Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment
Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision Value
MySims Party,Wii,2009,Simulation,Electronic Arts
Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft
Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment
Transformers: Dark of the Moon,3DS,2011,Action,Activision
Namco Museum: 50th Anniversary,GC,2005,Misc,Namco Bandai Games
Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive
NBA,PSP,2005,Sports,Sony Computer Entertainment
Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft
Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega
Nintendo Presents: Crossword Collection,DS,2009,Puzzle,Nintendo
Big League Sports,X360,2011,Sports,Activision
Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft
Lunar: Silver Star Story Complete,SAT,1997,Role-Playing,Kadokawa Shoten
Dorabase DS: Dramatic Stadium,DS,2007,Sports,Namco Bandai Games
Disaster Report,PS2,2002,Action,Agetec
EVE: burst error,SAT,1997,Adventure,Imagineer
Armored Core V,X360,2012,Simulation,Namco Bandai Games
Backyard NFL Football '09,Wii,2008,Sports,Atari
College Hoops 2K7,X360,2006,Sports,Take-Two Interactive
Speed Racer: The Videogame,PS2,2008,Racing,Warner Bros. Interactive Entertainment
Bratz: Forever Diamondz,GC,2006,Adventure,THQ
NCAA March Madness 08,X360,2007,Sports,Electronic Arts
WCW Backstage Assault,PS,1999,Action,Electronic Arts
Rampage: Total Destruction,Wii,2006,Action,Midway Games
Magician's Quest: Town of Magic,3DS,2012,Simulation,Konami Digital Entertainment
Wild Wild Racing,PS2,2000,Racing,Interplay
The Bard's Tale,PS2,2004,Role-Playing,Ubisoft
Yoostar2,X360,2011,Misc,Unknown
Doom (2016),PC,2016,Shooter,Bethesda Softworks
Momotarou Dentetsu 16,PS2,2006,Misc,Hudson Soft
Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive
Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision
